Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV,Pfr_ID
1382,Floyd Wedderburn,2000,2002,5-140,SEA,NFL,46,26,3,0,0,15,WeddFl20
1383,Brandon Weeden,2012,2015,1-22,TOT,NFL,34,25,4,0,0,15,WeedBr00
1384,Beanie Wells,2009,2012,1-31,CRD,NFL,51,23,4,0,0,15,WellCh00
1385,Dez White,2000,2003,3-69,CHI,NFL,60,31,4,0,0,15,WhitDe00
1386,LenDale White,2006,2009,2-45,OTI,NFL,58,18,4,0,0,15,WhitLe01
1387,Brandon Whiting,2000,2001,4-112,PHI,NFL,29,23,2,0,0,15,WhitBr21
1388,Michael Wilhoite,2012,2015,,SFO,NFL,49,30,4,0,0,15,WilhMi00
1389,Bobbie Williams,2001,2004,2-61,TOT,NFL,49,28,4,0,0,15,WillBo21
1390,Shaun Williams,2000,2001,1-24,NYG,NFL,32,32,2,0,0,15,WillSh20
1391,Grant Wistrom,2000,2001,1-6,RAM,NFL,31,31,2,0,0,15,WistGr20
1392,Cedric Woodard,2001,2004,6-191,SEA,NFL,60,29,4,0,0,15,WoodCe20
1393,T.J. Yeldon,2015,2017,2-36,JAX,NFL,37,25,3,0,0,15,YeldT.00
1394,Flozell Adams,2000,2001,2-38,DAL,NFL,32,32,2,0,0,14,AdamFl00
1395,Victor Adeyanju,2006,2009,4-113,RAM,NFL,53,26,4,0,0,14,AdeyVi20
1396,Prince Amukamara,2011,2014,1-19,NYG,NFL,44,35,4,0,0,14,AmukPr00
1397,Marques Anderson,2002,2005,3-92,TOT,NFL,54,28,4,0,0,14,AndeMa22
1398,Joe Andruzzi,2000,2001,,NWE,NFL,27,27,2,0,0,14,AndrJo21
1399,Miles Austin,2006,2009,,DAL,NFL,53,9,4,1,0,14,AustMi00
1400,Remi Ayodele,2007,2010,,TOT,NFL,44,29,4,0,0,14,AyodRe99
1401,Tiki Barber,2000,2000,2-36,NYG,NFL,16,12,1,0,0,14,BarbTi00
1402,Charlie Batch,2000,2001,2-60,DET,NFL,25,24,2,0,0,14,BatcCh00
1403,Travis Benjamin,2012,2015,4-100,CLE,NFL,54,21,4,0,0,14,BenjTr00
1404,Michael Bennett,2009,2012,,TAM,NFL,50,28,4,0,0,14,BennMi99
1405,Cedric Benson,2005,2008,1-4,TOT,NFL,47,22,4,0,0,14,BensCe00
1406,Rob Bironas,2005,2008,,OTI,NFL,64,0,4,1,1,14,bironrob01
1407,Desmond Bishop,2007,2010,6-192,GNB,NFL,56,13,4,0,0,14,BishDe99
1408,Alfred Blue,2014,2017,6-181,HTX,NFL,56,14,4,0,0,14,BlueAl00
1409,Kevin Boss,2007,2010,5-153,NYG,NFL,58,45,4,0,0,14,BossKe00
1410,Jonathan Bostic,2013,2017,2-50,TOT,NFL,54,32,4,0,0,14,BostJo00
1411,Eben Britton,2009,2012,2-39,JAX,NFL,37,30,4,0,0,14,BritEb20
1412,Josh Brown,2003,2006,7-222,SEA,NFL,64,0,4,0,0,14,brownjos01
1413,DeForest Buckner,2016,2017,1-7,SFO,NFL,31,31,2,0,0,14,BuckDe00
1414,Miles Burris,2012,2014,4-129,RAI,NFL,38,31,3,0,0,14,BurrMi00
1415,T.J. Carrie,2014,2017,7-219,RAI,NFL,60,36,4,0,0,14,CarrTr00
1416,Ahmad Carroll,2004,2008,1-25,TOT,NFL,51,28,4,0,0,14,CarrAh20
1417,Charles Clay,2011,2014,6-174,MIA,NFL,58,47,4,0,0,14,ClayCh00
1418,Chris Clemons,2009,2012,5-165,MIA,NFL,56,32,4,0,0,14,ClemCh97
1419,Terrence Cody,2010,2013,2-57,RAV,NFL,56,21,4,0,0,14,CodyTe99
1420,Kurt Coleman,2010,2013,7-244,PHI,NFL,59,29,4,0,0,14,ColeKu99
1421,Maliek Collins,2016,2017,3-67,DAL,NFL,32,30,2,0,0,14,CollMa00
1422,Jason Craft,2000,2002,5-160,JAX,NFL,48,27,3,0,0,14,CrafJa20
1423,Ronald Darby,2015,2017,2-50,TOT,NFL,37,36,3,0,0,14,DarbRo00
1424,Tyeler Davison,2015,2017,5-154,NOR,NFL,47,36,3,0,0,14,DaviTy01
1425,Keyunta Dawson,2007,2010,7-242,CLT,NFL,58,20,4,0,0,14,DawsKe99
1426,Taylor Decker,2016,2017,1-16,DET,NFL,24,24,2,0,0,14,DeckTa00
1427,Ryan Denney,2002,2005,2-61,BUF,NFL,56,18,4,0,0,14,DennRy20
1428,Akeem Dent,2011,2014,3-91,TOT,NFL,62,27,4,0,0,14,DentAk00
1429,Quinton Dial,2013,2016,5-157,SFO,NFL,46,32,4,0,0,14,DialQu00
1430,Warrick Dunn,2000,2000,1-12,TAM,NFL,16,14,1,1,0,14,DunnWa00
1431,Abram Elam,2006,2009,,TOT,NFL,60,33,4,0,0,14,ElamAb20
1432,Josh Evans,2013,2016,6-169,TOT,NFL,49,37,4,0,0,14,EvanJo00
1433,Mario Fatafehi,2001,2004,5-133,TOT,NFL,45,26,4,0,0,14,FataMa20
1434,Bradley Fletcher,2009,2012,3-66,RAM,NFL,43,26,4,0,0,14,FletBr99
1435,Mike Flynn,2000,2001,,RAV,NFL,32,32,2,0,0,14,FlynMi20
1436,E.J. Gaines,2014,2017,6-188,TOT,NFL,37,36,3,0,0,14,GainE.00
1437,Toby Gerhart,2010,2013,2-51,MIN,NFL,61,6,4,0,0,14,GerhTo00
1438,Brandon Gibson,2009,2012,6-194,TOT,NFL,55,38,4,0,0,14,GibsBr00
1439,Nick Goings,2001,2004,,CAR,NFL,58,12,4,0,0,14,GoinNi00
1440,Robbie Gould,2005,2008,,CHI,NFL,61,0,4,1,1,14,gouldrob01
1441,Cory Hall,2000,2002,3-65,CIN,NFL,46,35,3,0,0,14,HallCo21
1442,Geoff Hangartner,2005,2008,5-169,CAR,NFL,54,27,4,0,0,14,HangGe20
1443,Jonotthan Harrison,2014,2017,,TOT,NFL,52,24,4,0,0,14,HarrJo03
1444,Joe Hawley,2010,2013,4-117,ATL,NFL,53,19,4,0,0,14,HawlJo20
1445,Sedrick Hodge,2001,2004,3-70,NOR,NFL,50,31,4,0,0,14,HodgSe20
1446,Dontrelle Inman,2014,2017,,TOT,NFL,49,30,4,0,0,14,InmaDo00
1447,Myles Jack,2016,2017,2-36,JAX,NFL,32,26,2,0,0,14,JackMy00
1448,Dexter Jackson,2000,2002,4-113,TAM,NFL,44,31,3,0,0,14,JackDe20
1449,Lawrence Jackson,2008,2011,1-28,TOT,NFL,54,24,4,0,0,14,JackLa98
1450,Marlin Jackson,2005,2008,1-29,CLT,NFL,52,32,4,0,0,14,JackMa22
1451,Tony Jefferson,2013,2016,,CRD,NFL,63,31,4,0,0,14,JeffTo00
1452,Kelly Jennings,2006,2009,1-31,SEA,NFL,64,30,4,0,0,14,JennKe20
1453,Antonio Johnson,2008,2011,5-152,CLT,NFL,53,33,4,0,0,14,JohnAn03
1454,Charles Johnson,2007,2010,3-83,CAR,NFL,48,20,4,0,0,14,JohnCh98
1455,Jarret Johnson,2003,2006,4-109,RAV,NFL,63,15,4,0,0,14,JohnJa23
1456,Akeem Jordan,2007,2010,,PHI,NFL,53,20,4,0,0,14,JordAk99
1457,Brett Keisel,2002,2006,7-242,PIT,NFL,50,16,4,0,0,14,KeisBr20
1458,Jimmy Kennedy,2003,2006,1-12,RAM,NFL,53,30,4,0,0,14,KennJi21
1459,Lamar King,2000,2002,1-22,SEA,NFL,34,34,3,0,0,14,KingLa20
1460,Shaun King,2000,2002,2-50,TAM,NFL,22,17,3,0,0,14,KingSh00
1461,Shane Lechler,2000,2003,5-142,RAI,NFL,62,0,4,1,2,14,LechSh20
1462,Greg Little,2011,2014,2-59,TOT,NFL,54,42,4,0,0,14,LittGr00
1463,Shea McClellin,2012,2015,1-19,CHI,NFL,52,31,4,0,0,14,McClSh00
1464,Brandon McDonald,2007,2010,5-140,TOT,NFL,56,29,4,0,0,14,McDoBr99
1465,Leodis McKelvin,2008,2011,1-11,BUF,NFL,51,29,4,0,0,14,McKeLe99
1466,Jeremy Mincey,2007,2011,6-191,JAX,NFL,40,24,4,0,0,14,MincJe99
1467,Freddie Mitchell,2001,2004,1-25,PHI,NFL,63,17,4,0,0,14,MitcFr00
1468,Anthony Montgomery,2006,2009,5-153,WAS,NFL,42,22,4,0,0,14,MontAn20
1469,Lance Moore,2006,2009,,NOR,NFL,43,10,4,0,0,14,MoorLa00
1470,Louis Murphy,2009,2012,4-124,TOT,NFL,57,24,4,0,0,14,MurpLo00
1471,Benji Olson,2000,2001,5-139,OTI,NFL,32,32,2,0,0,14,OlsoBe20
1472,Frank Omiyale,2006,2010,5-163,TOT,NFL,43,29,4,0,0,14,OmiyFr20
1473,Jeff Otah,2008,2011,1-19,CAR,NFL,29,29,3,0,0,14,OtahJe20
1474,DeVante Parker,2015,2017,1-14,MIA,NFL,43,24,3,0,0,14,ParkDe01
1475,Samie Parker,2004,2007,4-105,KAN,NFL,47,31,4,0,0,14,ParkSa00
1476,Kenny Phillips,2008,2011,1-31,NYG,NFL,49,35,4,0,0,14,PhilKe99
1477,Ropati Pitoitua,2009,2013,,TOT,NFL,53,23,4,0,0,14,PitoRo00
1478,Monsanto Pope,2002,2005,7-231,DEN,NFL,48,21,4,0,0,14,PopeMo20
1479,Patrick Ramsey,2002,2005,1-32,WAS,NFL,33,24,4,0,0,14,RamsPa00
1480,Garrett Reynolds,2009,2013,5-156,ATL,NFL,42,23,4,0,0,14,ReynGa20
1481,Jay Richardson,2007,2010,5-138,TOT,NFL,55,22,4,0,0,14,RichJa99
1482,Nick Roach,2007,2010,,CHI,NFL,48,30,4,0,0,14,RoacNi99
1483,Fred Robbins,2000,2003,2-55,MIN,NFL,56,39,4,0,0,14,RobbFr20
1484,Damien Robinson,2000,2001,4-119,TOT,NFL,30,30,2,0,0,14,RobiDa20
1485,Dennis Roland,2008,2011,,CIN,NFL,50,28,4,0,0,14,RolaDe20
1486,Darren Sharper,2000,2000,2-60,GNB,NFL,16,16,1,1,1,14,SharDa00
1487,Kelvin Sheppard,2011,2014,3-68,TOT,NFL,61,32,4,0,0,14,ShepKe00
1488,Amini Silatolu,2012,2015,2-40,CAR,NFL,33,28,4,0,0,14,SilaAm00
1489,Anthony Simmons,2000,2001,1-15,SEA,NFL,32,32,2,0,0,14,SimmAn20
1490,Charles Sims,2014,2017,3-69,TAM,NFL,47,2,4,0,0,14,SimsCh00
1491,Alex Smith,2005,2009,1-1,SFO,NFL,43,40,4,0,0,14,SmitAl03
1492,Malcolm Smith,2011,2014,7-242,SEA,NFL,57,16,4,0,0,14,SmitMa02
1493,Onterrio Smith,2003,2004,4-105,MIN,NFL,26,9,2,0,0,14,SmitOn00
1494,Jason Snelling,2007,2010,7-244,ATL,NFL,51,3,4,0,0,14,SnelJa00
1495,Quinton Spain,2015,2017,,OTI,NFL,35,33,3,0,0,14,SpaiQu00
1496,Akeem Spence,2013,2016,4-100,TAM,NFL,56,30,4,0,0,14,SpenAk00
1497,Shawntae Spencer,2004,2007,2-58,SFO,NFL,55,40,4,0,0,14,SpenSh20
1498,Ronnie Stanley,2016,2017,1-6,RAV,NFL,27,27,2,0,0,14,StanRo00
1499,Shamar Stephen,2014,2017,7-220,MIN,NFL,52,20,4,0,0,14,StepSh00
1500,Matt Stinchcomb,2000,2003,1-18,RAI,NFL,49,20,4,0,0,14,StinMa20
1501,Fred Taylor,2000,2001,1-9,JAX,NFL,15,15,2,0,0,14,TaylFr00
1502,Ike Taylor,2003,2006,4-125,PIT,NFL,61,28,4,0,0,14,TaylIk20
1503,Bryan Thomas,2002,2005,1-22,NYJ,NFL,61,20,4,0,0,14,ThomBr21
1504,Donald Thomas,2008,2012,6-195,TOT,NFL,43,21,4,0,0,14,ThomDo26
1505,Johnnie Troutman,2012,2014,5-149,SDG,NFL,29,24,3,0,0,14,TrouJo00
1506,Kyle Van Noy,2014,2017,2-40,TOT,NFL,50,21,4,0,0,14,VanNKy00
1507,Blair Walsh,2012,2015,6-175,MIN,NFL,64,0,4,1,1,14,WalsBl00
1508,Dewayne White,2003,2006,2-64,TAM,NFL,60,13,4,0,0,14,WhitDe20
1509,Tahir Whitehead,2012,2015,5-138,DET,NFL,62,24,4,0,0,14,WhitTa00
1510,Corey Williams,2004,2007,6-179,GNB,NFL,56,20,4,0,0,14,WillCo21
1511,Jacquian Williams,2011,2014,6-202,NYG,NFL,51,22,4,0,0,14,WillJa02
1512,Antoine Winfield,2000,2002,1-23,BUF,NFL,40,40,3,0,0,14,WinfAn20
1513,Billy Winn,2012,2015,6-205,TOT,NFL,52,21,4,0,0,14,WinnBi00
1514,Floyd Womack,2001,2004,4-128,SEA,NFL,42,22,4,0,0,14,WomaFl20
1515,Corey Wootton,2010,2013,4-109,CHI,NFL,45,22,4,0,0,14,WootCo99
1516,Nelson Agholor,2015,2017,1-20,PHI,NFL,44,36,3,0,0,13,AghoNe00
1517,Danny Amendola,2009,2012,,RAM,NFL,42,17,4,0,0,13,AmenDa00
1518,Robert Ayers,2009,2012,1-18,DEN,NFL,57,24,4,0,0,13,AyerRo99
1519,Johnthan Banks,2013,2016,2-43,TOT,NFL,54,39,4,0,0,13,BankJo00
1520,Jahvid Best,2010,2012,1-30,DET,NFL,22,15,3,0,0,13,BestJa00
1521,Ladell Betts,2002,2005,2-56,WAS,NFL,48,2,4,0,0,13,BettLa00
1522,Jacoby Brissett,2016,2017,3-91,TOT,NFL,19,17,2,0,0,13,BrisJa00
1523,Eric Brown,2000,2001,2-61,DEN,NFL,32,32,2,0,0,13,BrowEr21
1524,Jamon Brown,2015,2017,3-72,RAM,NFL,36,30,3,0,0,13,BrowJa04
1525,Milford Brown,2003,2006,6-1,TOT,NFL,31,28,4,0,0,13,BrowMi21
1526,Trent Brown,2015,2017,7-244,SFO,NFL,32,28,3,0,0,13,BrowTr02
1527,Desmond Bryant,2009,2012,,RAI,NFL,63,18,4,0,0,13,BryaDe00
1528,Red Bryant,2008,2011,4-121,SEA,NFL,33,24,4,0,0,13,BryaRe99
1529,Shawn Bryson,2000,2003,3-86,TOT,NFL,53,23,4,0,0,13,BrysSh00
1530,Brad Butler,2006,2009,5-143,BUF,NFL,33,31,4,0,0,13,ButlBr20
1531,Gabe Carimi,2011,2014,1-29,TOT,NFL,48,26,4,0,0,13,CariGa00
1532,Tyrone Carter,2000,2003,4-118,TOT,NFL,62,31,4,0,0,13,CartTy20
1533,Jacques Cesaire,2003,2006,,SDG,NFL,52,27,4,0,0,13,CesaJa20
1534,Morris Claiborne,2012,2015,1-6,DAL,NFL,40,36,4,0,0,13,ClaiMo00
1535,Chris Clark,2010,2013,,DEN,NFL,56,20,4,0,0,13,ClarCh21
1536,Frank Clark,2015,2017,2-63,SEA,NFL,46,17,3,0,0,13,ClarFr01
1537,Adrian Clayborn,2011,2014,1-20,TAM,NFL,36,36,4,0,0,13,ClayAd00
1538,Anthony Clement,2000,2001,2-36,CRD,NFL,32,32,2,0,0,13,ClemAn20
1539,Keary Colbert,2004,2007,2-62,CAR,NFL,55,42,4,0,0,13,ColbKe00
1540,La'el Collins,2015,2017,,DAL,NFL,31,30,3,0,0,13,CollLa01
1541,Marc Colombo,2002,2006,1-29,TOT,NFL,39,23,4,0,0,13,ColoMa20
1542,Deke Cooper,2002,2005,,TOT,NFL,56,22,4,0,0,13,CoopDe20
1543,Jonathan Cooper,2014,2017,1-7,TOT,NFL,42,27,4,0,0,13,CoopJo01
1544,Riley Cooper,2010,2013,5-159,PHI,NFL,56,25,4,0,0,13,CoopRi00
1545,Angelo Crowell,2003,2006,3-94,BUF,NFL,49,25,4,0,0,13,CrowAn20
1546,Chris Culliver,2011,2015,3-80,TOT,NFL,52,26,4,0,0,13,CullCh00
1547,Craig Dahl,2007,2011,,TOT,NFL,54,26,4,0,0,13,DahlCr99
1548,Anthony Davis,2004,2007,,TAM,NFL,43,32,4,0,0,13,DaviAn24
1549,James Davis,2003,2005,5-144,DET,NFL,40,30,3,0,0,13,DaviJa24
1550,Mike DeVito,2007,2010,,NYJ,NFL,54,12,4,0,0,13,DeViMi99
1551,Brandyn Dombrowski,2009,2012,,SDG,NFL,47,15,4,0,0,13,DombBr20
1552,Reuben Droughns,2001,2004,3-81,TOT,NFL,56,22,4,0,0,13,DrouRe00
1553,Kony Ealy,2014,2017,2-60,TOT,NFL,62,19,4,0,0,13,EalyKo00
1554,Tyler Eifert,2013,2016,1-21,CIN,NFL,37,30,4,1,0,13,EifeTy00
1555,Kyle Emanuel,2015,2017,5-153,SDG,NFL,47,26,3,0,0,13,EmanKy00
1556,Paul Fanaika,2011,2014,7-213,TOT,NFL,33,30,3,0,0,13,FanaPa20
1557,Robert Ferguson,2001,2004,2-41,GNB,NFL,45,18,4,0,0,13,FergRo00
1558,Brian Finneran,2000,2002,,ATL,NFL,44,17,3,0,0,13,FinnBr00
1559,Sharrif Floyd,2013,2016,1-23,MIN,NFL,44,24,4,0,0,13,FloySh00
1560,Justin Forsett,2008,2011,7-233,TOT,NFL,62,7,4,0,0,13,ForsJu00
1561,Bubba Franks,2000,2003,1-14,GNB,NFL,64,57,4,3,0,13,FranBu00
1562,Junior Galette,2010,2013,,NOR,NFL,48,17,4,0,0,13,GaleJu00
1563,Nate Garner,2009,2013,7-211,MIA,NFL,64,19,4,0,0,13,GarnNa20
1564,William Gay,2007,2010,5-170,PIT,NFL,64,22,4,0,0,13,GayxWi99
1565,Chris Givens,2012,2015,4-96,TOT,NFL,60,31,4,0,0,13,GiveCh00
1566,Mike Glennon,2013,2017,3-73,TOT,NFL,25,22,4,0,0,13,GlenMi00
1567,Jared Goff,2016,2017,1-1,RAM,NFL,22,22,2,1,0,13,GoffJa00
1568,Adam Goldberg,2004,2007,,TOT,NFL,48,22,4,0,0,13,GoldAd20
1569,Stephen Gostkowski,2006,2009,4-118,NWE,NFL,64,0,4,1,1,13,GostSt20
1570,Shayne Graham,2001,2004,,TOT,NFL,49,0,4,0,0,13,grahasha01
1571,Jacquez Green,2000,2001,2-34,TAM,NFL,28,26,2,0,0,13,GreeJa00
1572,Jarvis Green,2002,2005,4-126,NWE,NFL,62,17,4,0,0,13,GreeJa21
1573,Nick Greisen,2002,2005,5-152,NYG,NFL,54,20,4,0,0,13,GreiNi20
1574,Rex Grossman,2003,2006,1-22,CHI,NFL,24,23,4,0,0,13,GrosRe00
1575,Jake Grove,2004,2007,2-45,RAI,NFL,42,34,4,0,0,13,GrovJa20
1576,Quentin Groves,2008,2011,2-52,TOT,NFL,63,22,4,0,0,13,GrovQu99
1577,Javon Hargrave,2016,2017,3-89,PIT,NFL,31,25,2,0,0,13,HargJa00
1578,Nick Harper,2001,2004,,CLT,NFL,59,30,4,0,0,13,HarpNi20
1579,Donald Hayes,2000,2001,4-106,CAR,NFL,31,30,2,0,0,13,HayeDo00
1580,Roy Helu,2011,2014,4-105,WAS,NFL,48,5,4,0,0,13,HeluRo00
1581,Devery Henderson,2004,2007,2-50,NOR,NFL,45,19,4,0,0,13,HendDe00
1582,Seantrel Henderson,2014,2017,7-237,BUF,NFL,34,27,4,0,0,13,HendSe00
1583,Eric Hicks,2000,2001,,KAN,NFL,29,27,2,0,0,13,HickEr20
1584,Terrence Holt,2003,2006,5-137,DET,NFL,53,27,4,0,0,13,HoltTe20
1585,Orlando Huff,2001,2004,4-104,SEA,NFL,55,23,4,0,0,13,HuffOr20
1586,Germain Ifedi,2016,2017,1-31,SEA,NFL,29,29,2,0,0,13,IfedGe00
1587,Chris Ivory,2010,2013,,TOT,NFL,39,14,4,0,0,13,IvorCh00
1588,Jeno James,2000,2003,6-182,CAR,NFL,55,28,4,0,0,13,JameJe20
1589,Sebastian Janikowski,2000,2003,1-17,RAI,NFL,61,0,4,0,0,13,janikseb01
1590,Edward Johnson,2007,2010,,TOT,NFL,33,27,4,0,0,13,JohnEd99
1591,Brad Jones,2009,2012,7-218,GNB,NFL,51,23,4,0,0,13,JoneBr99
1592,Brandon Jones,2005,2008,3-96,OTI,NFL,51,27,4,0,0,13,JoneBr02
1593,LaMont Jordan,2001,2004,2-49,NYJ,NFL,62,0,4,0,0,13,JordLa00
1594,Lamarcus Joyner,2014,2017,2-41,RAM,NFL,52,27,4,0,0,13,JoynLa00
1595,Dre Kirkpatrick,2012,2015,1-17,CIN,NFL,51,20,4,0,0,13,KirkDr00
1596,A.J. Klein,2013,2016,5-148,CAR,NFL,60,23,4,0,0,13,KleiAJ00
1597,Lance Legree,2001,2004,,NYG,NFL,59,21,4,0,0,13,LeGrLa20
1598,Damione Lewis,2001,2004,1-12,RAM,NFL,53,22,4,0,0,13,LewiDa20
1599,Sen'Derrick Marks,2009,2012,2-62,OTI,NFL,51,26,4,0,0,13,MarkSe99
1600,Vaughn Martin,2009,2012,4-113,SDG,NFL,48,27,4,0,0,13,MartVa99
1601,Blake Martinez,2016,2017,4-131,GNB,NFL,29,25,2,0,0,13,MartBl01
1602,Mohamed Massaquoi,2009,2012,2-50,CLE,NFL,54,43,4,0,0,13,MassMo00
1603,Bradley McDougald,2013,2016,,TOT,NFL,51,36,4,0,0,13,McDoBr01
1604,Barkevious Mingo,2013,2016,1-6,TOT,NFL,62,17,4,0,0,13,MingBa00
1605,Trent Murphy,2014,2016,2-47,WAS,NFL,47,23,3,0,0,13,MurpTr00
1606,Rudy Niswanger,2006,2009,,KAN,NFL,47,31,4,0,0,13,NiswRu20
1607,Ryan O'Callaghan,2006,2010,5-136,TOT,NFL,51,20,4,0,0,13,OCalRy20
1608,Cedric Ogbuehi,2015,2017,1-21,CIN,NFL,33,25,3,0,0,13,OgbuCe00
1609,David Parry,2015,2017,5-151,TOT,NFL,33,32,3,0,0,13,ParrDa00
1610,Seth Payne,2000,2000,4-114,JAX,NFL,16,14,1,0,0,13,PaynSe20
1611,Denzel Perryman,2015,2017,2-48,SDG,NFL,33,26,3,0,0,13,PerrDe00
1612,Stephen Peterman,2005,2008,3-83,TOT,NFL,33,29,4,0,0,13,PeteSt20
1613,Jordan Phillips,2015,2017,2-52,MIA,NFL,44,26,3,0,0,13,PhilJo01
1614,Zach Piller,2000,2002,3-81,OTI,NFL,43,22,3,0,0,13,PillZa20
1615,Jerry Porter,2000,2003,2-47,RAI,NFL,53,16,4,0,0,13,PortJe00
1616,Damarious Randall,2015,2017,1-30,GNB,NFL,39,30,3,0,0,13,RandDa00
1617,Joe Reitz,2011,2014,,CLT,NFL,44,24,4,0,0,13,ReitJo00
1618,Barry Richardson,2008,2011,6-170,KAN,NFL,48,33,4,0,0,13,RichBa20
1619,Richard Rodgers,2014,2017,3-98,GNB,NFL,63,24,4,0,0,13,RodgRi00
1620,Aaron Ross,2007,2010,1-20,NYG,NFL,49,26,4,0,0,13,RossAa99
1621,Raleigh Roundtree,2000,2001,4-109,SDG,NFL,32,31,2,0,0,13,RounRa20
1622,Clifton Ryan,2007,2010,5-154,RAM,NFL,49,27,4,0,0,13,RyanCl99
1623,Jamarca Sanford,2009,2012,7-231,MIN,NFL,57,31,4,0,0,13,SanfJa99
1624,Talance Sawyer,2000,2002,6-185,MIN,NFL,34,32,3,0,0,13,SawyTa20
1625,Brian Schwenke,2013,2016,4-107,OTI,NFL,41,28,4,0,0,13,SchwBr00
1626,Jonathan Scott,2006,2010,5-141,TOT,NFL,46,23,4,0,0,13,ScotJo22
1627,Da'Norris Searcy,2011,2014,4-100,BUF,NFL,62,23,4,0,0,13,SearDa00
1628,Coty Sensabaugh,2012,2015,4-115,OTI,NFL,59,27,4,0,0,13,SensCo00
1629,A.Q. Shipley,2012,2015,7-226,TOT,NFL,57,22,4,0,0,13,ShipA.20
1630,Trevor Siemian,2015,2017,7-250,DEN,NFL,26,24,3,0,0,13,SiemTr00
1631,Ko Simpson,2006,2009,4-105,TOT,NFL,41,32,4,0,0,13,SimpKo20
1632,Jimmy Smith,2011,2014,1-27,RAV,NFL,47,29,4,0,0,13,SmitJi03
1633,Isaac Sopoaga,2005,2008,4-104,SFO,NFL,63,23,4,0,0,13,SopoIs20
1634,Donald Stephenson,2012,2015,3-74,KAN,NFL,60,21,4,0,0,13,StepDo00
1635,Devin Taylor,2013,2016,4-132,DET,NFL,61,18,4,0,0,13,TaylDe00
1636,Lane Taylor,2013,2016,,GNB,NFL,46,18,4,0,0,13,TaylLa01
1637,J.T. Thomas,2012,2015,6-195,TOT,NFL,59,23,4,0,0,13,ThomJ.02
1638,Julius Thomas,2011,2014,4-129,DEN,NFL,36,25,4,2,0,13,ThomJu00
1639,J.C. Tretter,2014,2017,4-122,TOT,NFL,47,26,4,0,0,13,TretJC00
1640,Torrin Tucker,2003,2005,,DAL,NFL,36,24,3,0,0,13,TuckTo20
1641,Robert Turbin,2012,2015,4-106,TOT,NFL,58,3,4,0,0,13,TurbRo00
1642,Michael Turner,2004,2007,5-154,SDG,NFL,59,1,4,0,0,13,TurnMi00
1643,Keydrick Vincent,2001,2004,,PIT,NFL,38,27,4,0,0,13,VincKe20
1644,Mike Wahle,2000,2001,2-1,GNB,NFL,32,22,2,0,0,13,WahlMi55
1645,Spencer Ware,2013,2016,6-194,TOT,NFL,27,16,3,0,0,13,WareSp00
1646,Charcandrick West,2014,2017,,KAN,NFL,49,11,4,0,0,13,WestCh01
1647,Markus Wheaton,2013,2016,3-79,PIT,NFL,47,22,4,0,0,13,WheaMa00
1648,Josh Williams,2000,2003,4-122,CLT,NFL,53,30,4,0,0,13,WillJo30
1649,Kyle Wilson,2010,2013,1-29,NYJ,NFL,64,28,4,0,0,13,WilsKy99
1650,Kailee Wong,2000,2001,2-51,MIN,NFL,32,32,2,0,0,13,WongKa20
1651,Amos Zereoue,2000,2002,3-95,PIT,NFL,42,5,3,0,0,13,ZereAm00
1652,Mike Adams,2012,2016,2-56,TOT,NFL,53,21,4,0,0,12,AdamMi02
1653,James Allen,2000,2001,,CHI,NFL,32,22,2,0,0,12,AlleJa00
1654,Javorius Allen,2015,2017,4-125,RAV,NFL,40,6,3,0,0,12,AlleJa01
1655,Will Allen,2004,2007,4-111,TAM,NFL,60,24,4,0,0,12,AlleWi21
1656,Stacy Andrews,2004,2007,4-123,CIN,NFL,47,17,4,0,0,12,AndrSt21
1657,Bryan Anger,2012,2015,3-70,JAX,NFL,64,0,4,0,0,12,AngeBr00
1658,J.J. Arrington,2005,2008,2-44,CRD,NFL,58,8,4,0,0,12,ArriJ.00
1659,Denico Autry,2014,2017,,RAI,NFL,56,18,4,0,0,12,AutrDe00
1660,Jason Avant,2006,2009,4-109,PHI,NFL,54,23,4,0,0,12,AvanJa00
1661,Brendon Ayanbadejo,2003,2006,,TOT,NFL,64,3,4,1,0,12,AyanBr99
1662,Jerry Azumah,2000,2002,5-147,CHI,NFL,46,25,3,0,0,12,AzumJe00
1663,Jason Babin,2004,2007,1-27,TOT,NFL,45,22,4,0,0,12,BabiJa20
1664,Shaquil Barrett,2014,2017,,DEN,NFL,48,15,4,0,0,12,BarrSh00
1665,Joplo Bartu,2013,2016,,TOT,NFL,48,28,4,0,0,12,BartJo01
1666,Arnaz Battle,2003,2006,6-197,SFO,NFL,48,23,4,0,0,12,BattAr00
1667,Cole Beasley,2012,2015,,DAL,NFL,56,8,4,0,0,12,BeasCo00
1668,Rocky Bernard,2002,2005,5-146,SEA,NFL,58,10,4,0,0,12,BernRo20
1669,Colby Bockwoldt,2004,2007,7-240,TOT,NFL,49,24,4,0,0,12,BockCo20
1670,Leigh Bodden,2003,2006,,CLE,NFL,43,22,4,0,0,12,BoddLe20
1671,James Bradberry,2016,2017,2-62,CAR,NFL,29,29,2,0,0,12,BradJa00
1672,Jasper Brinkley,2009,2013,5-150,TOT,NFL,63,22,4,0,0,12,BrinJa99
1673,Antoine Caldwell,2009,2012,3-77,HTX,NFL,39,19,4,0,0,12,CaldAn20
